Drift_ID,Date,Start_Time,End_Time,Duration_Minutes,Activity_Before_Drift,Activity_Type,Task_Difficulty,Task_Importance,Trigger_Type,Specific_Trigger,Distraction_Source,Energy_Level,Mood_Before,Stress_Level,Sleep_Hours_Last_Night,Caffeine/Meal_Status,Location,Noise_Level,Lighting,Temperature_Comfort,Recovery_Time_Minutes,Recovery_Method,Task_Resumed,Productivity_Impact,Cumulative_Drift_Today_Minutes,Focus_Session_Length_Before_Drift,Drift_Category
775,25-10-2025,11:16,11:22,6,Browsing,High-Focus,Medium,High,External,Daydreaming,Pet,Medium,Happy,Medium,6.3,Normal,Library,Moderate,Bright,Cold,8,Break,Yes,Moderate,51,14,Medium
776,16-10-2025,13:47,14:02,15,Coding,High-Focus,Hard,High,Internal,Social Media Alert,Phone,Low,Bored,Medium,5.9,Normal,Lab,Moderate,Dim,Comfortable,8,Continued Task,Yes,Minor,77,40,Medium
777,20-10-2025,13:14,13:19,5,Coding,High-Focus,Hard,Low,Internal,Daydreaming,Noise,Medium,Neutral,Low,8.1,Normal,cafe,Moderate,Dim,Comfortable,4,Continued Task,No,Minor,62,1,Major
778,24-10-2025,17:52,18:09,17,Reading,Creative,Medium,Medium,External,Daydreaming,Self-thoughts,Medium,Neutral,Medium,6.1,Normal,cafe,Loud,Normal,Cold,6,Short Walk,No,Major,12,44,Medium
779,21-10-2025,07:50,07:51,1,Studying,Passive,Easy,Medium,External,Noise,Digital,Medium,Happy,High,6.3,After Meal,Library,Moderate,Bright,Comfortable,10,Ignored Phone,No,Minor,58,24,Medium
780,25-10-2025,17:08,17:12,4,Studying,Repetitive,Medium,High,External,Notification,Physical,Low,Neutral,Medium,5.6,Caffeinated,cafe,Moderate,Bright,Comfortable,4,Meditation,No,Minor,82,59,Major
781,13-10-2025,15:08,15:09,1,Studying,Repetitive,Hard,Low,External,Hunger,Background Music,Medium,Anxious,Low,8.0,Fasting,Office,Loud,Dim,Comfortable,6,Music,Yes,None,78,22,Micro
782,15-10-2025,11:23,11:41,18,Browsing,High-Focus,Medium,Medium,External,Boredom,Phone,High,Bored,Low,8.6,Just Ate,Home,Moderate,Normal,Cold,7,Meditation,No,None,43,16,Micro
783,22-10-2025,07:50,07:51,1,Designing,Repetitive,Medium,Low,External,Hunger,Physical,Medium,Happy,Low,8.5,Normal,Office,Quiet,Normal,Comfortable,5,Short Walk,No,Moderate,39,40,Micro
784,20-10-2025,18:39,18:46,7,Planning,Repetitive,Hard,Low,Internal,Notification,Internal Worry,High,Stressed,Low,4.6,Hungry,Office,Moderate,Dim,Cold,15,Break,Yes,Moderate,64,35,Major
785,24-10-2025,18:04,18:13,9,Browsing,Repetitive,Easy,Medium,External,Phone Call,Self-thoughts,High,Neutral,High,6.7,Fasting,Café,Quiet,Dim,Comfortable,10,Break,Yes,Major,0,41,Micro
786,18-10-2025,14:22,14:42,20,Reading,Repetitive,Hard,High,Internal,Phone Ping,Noise,Low,Anxious,Medium,10.8,Just Ate,Café,Moderate,Bright,Comfortable,3,Break,Yes,None,105,12,Medium
787,24-10-2025,17:35,17:39,4,Reading,Repetitive,Medium,High,External,Multitasking,Digital,High,Anxious,High,5.4,After Meal,Café,Loud,Dim,Cold,2,Music,Yes,Major,53,23,Medium
788,15-10-2025,11:14,11:15,1,Meeting,Creative,Easy,High,External,Noise,Internal Worry,Medium,Stressed,Medium,5.8,Just Ate,cafe,Quiet,Dim,Hot,12,Music,Yes,Minor,29,32,Micro
789,12-10-2025,21:57,22:18,21,Planning,Passive,Easy,High,Internal,Hunger,Digital,Low,Calm,Medium,6.1,Fasting,cafe,Loud,Normal,Cold,11,Break,Yes,Moderate,64,25,Micro
790,18-10-2025,21:23,21:29,6,Reading,High-Focus,Hard,Medium,External,Fatigue,Self-thoughts,Medium,Neutral,Low,5.7,Normal,Café,Moderate,Bright,Cold,1,Ignored Phone,No,Moderate,65,21,Major
791,13-10-2025,09:25,09:27,2,Coding,Creative,Hard,High,Internal,Social Media Alert,Self-thoughts,Low,Calm,Low,4.3,Caffeinated,Café,Loud,Normal,Hot,8,Short Walk,No,Major,62,41,Micro
792,22-10-2025,15:27,15:41,14,Planning,High-Focus,Medium,Low,Internal,Random Thought,Background Music,Medium,Happy,High,10.0,After Meal,Lab,Moderate,Normal,Cold,13,Continued Task,No,Major,57,41,Micro
793,12-10-2025,14:28,14:30,2,Meeting,High-Focus,Medium,Medium,External,Fatigue,Physical,Low,Neutral,Low,7.2,Hungry,Café,Quiet,Bright,Cold,5,Music,No,Major,87,6,Micro
794,14-10-2025,11:25,11:34,9,Coding,High-Focus,Medium,High,External,Slack Notification,Physical,Medium,Happy,Medium,5.2,Just Ate,Café,Quiet,Normal,Hot,3,Ignored Phone,Yes,Minor,97,12,Medium
795,13-10-2025,19:56,20:15,19,Browsing,Repetitive,Medium,Low,External,Notification,Environment,Medium,Tired,Low,8.5,Just Ate,cafe,Loud,Bright,Hot,5,Meditation,Yes,Major,0,42,Major
796,14-10-2025,13:03,13:13,10,Designing,Creative,Hard,Low,Internal,Notification,Noise,Low,Tired,High,6.6,Caffeinated,Office,Quiet,Dim,Comfortable,8,Coffee,Yes,Major,47,43,Medium
797,21-10-2025,11:45,12:04,19,Studying,Passive,Hard,High,External,Noise,Colleague,Low,Tired,Medium,7.1,Fasting,Library,Quiet,Normal,Hot,4,Continued Task,Yes,Moderate,26,7,Micro
798,22-10-2025,14:59,15:06,7,Browsing,High-Focus,Easy,Medium,External,Noise,Environment,Medium,Bored,Medium,5.4,Hungry,Library,Moderate,Dim,Cold,3,Continued Task,Yes,Moderate,71,47,Medium
799,21-10-2025,20:21,20:44,23,Writing,High-Focus,Hard,High,Internal,Daydreaming,Mental,Medium,Stressed,High,7.0,After Meal,Library,Moderate,Dim,Comfortable,5,Music,No,None,27,62,Medium
800,21-10-2025,09:10,09:21,11,Writing,High-Focus,Easy,Medium,External,Person Talking,Self-thoughts,High,Anxious,Medium,4.9,Fasting,Lab,Quiet,Normal,Comfortable,12,Short Walk,No,Moderate,51,32,Medium
801,12-10-2025,22:15,22:16,1,Meeting,Creative,Easy,Medium,Internal,Phone Ping,Mental,Medium,Bored,Low,6.2,Caffeinated,Home,Moderate,Dim,Cold,4,Meditation,Yes,Major,64,56,Medium
802,15-10-2025,21:40,21:49,9,Studying,Creative,Easy,Medium,Internal,Social Media Alert,Colleague,Medium,Neutral,High,8.3,Hungry,Outdoors,Moderate,Normal,Comfortable,6,Meditation,No,Moderate,18,22,Major
803,15-10-2025,16:23,16:39,16,Studying,Creative,Medium,Low,External,Multitasking,Self-thoughts,Low,Tired,Low,8.6,Normal,Office,Quiet,Dim,Hot,2,Coffee,Yes,Major,22,47,Micro
804,25-10-2025,13:25,13:39,14,Writing,Creative,Hard,Medium,Internal,Phone Call,Colleague,Low,Neutral,Low,5.6,Fasting,cafe,Moderate,Bright,Comfortable,1,Break,Yes,Minor,43,35,Major
805,13-10-2025,08:20,08:28,8,Coding,Passive,Medium,High,Internal,Notification,Internet,Low,Neutral,Low,6.2,Hungry,Outdoors,Loud,Bright,Cold,7,Meditation,Yes,Major,50,47,Major
806,15-10-2025,10:14,10:17,3,Writing,High-Focus,Easy,High,External,Person Talking,Phone,Medium,Tired,High,7.1,Hungry,cafe,Quiet,Dim,Comfortable,2,Coffee,Yes,Moderate,65,30,Major
807,16-10-2025,21:00,21:15,15,Designing,Repetitive,Easy,Medium,Internal,Boredom,Pet,Low,Bored,High,7.7,Just Ate,Library,Quiet,Normal,Cold,10,Continued Task,No,Major,47,34,Major
808,22-10-2025,22:08,22:13,5,Coding,Repetitive,Hard,Low,Internal,Social Media Alert,Roommate Noise,Medium,Calm,Medium,5.9,Just Ate,Library,Quiet,Bright,Cold,4,Short Walk,Yes,Major,65,42,Major
809,16-10-2025,12:27,12:28,1,Planning,Passive,Hard,High,External,Daydreaming,Roommate Noise,Low,Neutral,Low,5.3,After Meal,Library,Quiet,Dim,Comfortable,1,Coffee,No,None,129,35,Medium
810,25-10-2025,08:57,09:19,22,Planning,Creative,Medium,High,External,Daydreaming,Pet,Low,Stressed,Low,7.1,Caffeinated,Office,Quiet,Dim,Comfortable,17,Coffee,Yes,Major,35,30,Micro
811,14-10-2025,15:59,16:04,5,Studying,Creative,Easy,Low,Internal,Social Media,Physical,Low,Happy,High,6.9,Hungry,Café,Loud,Normal,Comfortable,9,Ignored Phone,No,None,65,16,Major
812,13-10-2025,19:27,19:37,10,Planning,Repetitive,Easy,Low,External,Daydreaming,Pet,Medium,Anxious,High,5.2,After Meal,cafe,Loud,Bright,Comfortable,6,Coffee,Yes,Major,0,49,Major
813,24-10-2025,09:45,10:01,16,Planning,Repetitive,Medium,Medium,External,Social Media Alert,Internet,Low,Tired,Low,8.7,After Meal,Outdoors,Moderate,Dim,Cold,3,Break,Yes,Major,56,1,Major
814,16-10-2025,08:13,08:28,15,Coding,Passive,Medium,Medium,External,Slack Notification,Self-thoughts,Low,Bored,Medium,9.3,Normal,Library,Quiet,Bright,Comfortable,8,Break,No,Minor,46,33,Medium
815,20-10-2025,11:24,11:37,13,Writing,Creative,Easy,Low,Internal,Multitasking,Environment,Medium,Stressed,Medium,6.3,After Meal,Lab,Moderate,Normal,Comfortable,4,Ignored Phone,No,None,0,32,Micro
816,21-10-2025,09:27,09:28,1,Reading,High-Focus,Hard,High,External,Person Talking,Background Music,High,Bored,Low,7.4,Caffeinated,Outdoors,Moderate,Bright,Comfortable,10,Music,Yes,Minor,94,28,Medium
817,17-10-2025,19:28,19:41,13,Designing,High-Focus,Easy,Medium,Internal,Phone Call,Environment,Medium,Bored,Low,6.5,Fasting,Café,Loud,Bright,Comfortable,6,Break,No,Major,44,30,Micro
818,23-10-2025,09:02,09:20,18,Meeting,High-Focus,Hard,Medium,External,Boredom,Noise,High,Anxious,Low,6.4,Hungry,Café,Loud,Normal,Hot,12,Short Walk,Yes,Minor,0,5,Medium
819,18-10-2025,16:18,16:37,19,Planning,Passive,Easy,Low,Internal,Phone Ping,Roommate Noise,Low,Happy,Medium,5.5,Hungry,Library,Moderate,Bright,Comfortable,1,Meditation,No,None,55,48,Major
820,15-10-2025,12:04,12:09,5,Writing,High-Focus,Easy,Medium,External,Notification,Mental,High,Anxious,High,6.5,Hungry,Office,Quiet,Bright,Hot,16,Break,No,Minor,0,13,Micro
821,23-10-2025,22:46,22:54,8,Writing,Repetitive,Hard,High,External,Boredom,Environment,Low,Tired,Low,6.7,Caffeinated,Lab,Loud,Normal,Comfortable,6,Break,Yes,Minor,11,1,Major
822,20-10-2025,09:54,10:02,8,Reading,High-Focus,Hard,Medium,Internal,Person Talking,Physical,Medium,Calm,Medium,8.6,Caffeinated,cafe,Moderate,Bright,Hot,8,Coffee,Yes,Major,68,24,Major
823,25-10-2025,22:41,22:43,2,Writing,Passive,Hard,High,Internal,Phone Ping,Colleague Talk,Low,Happy,Medium,7.0,Caffeinated,Outdoor Bench,Loud,Dim,Hot,12,Music,Yes,Major,17,23,Micro
824,23-10-2025,22:18,22:36,18,Planning,High-Focus,Easy,Low,External,Internet Browsing,Self-thoughts,High,Tired,Low,6.4,Caffeinated,Home,Moderate,Dim,Cold,2,Short Walk,No,Minor,87,32,Micro
825,30-10-2025,10:52,11:06,14,Reading,High-Focus,Easy,Medium,Internal,Multitasking,Internal Worry,High,Neutral,Medium,8.7,Hungry,Coworking Space,Quiet,Dim,Cold,1,Continued Task,Yes,Moderate,48,7,Micro
826,20-10-2025,17:38,17:52,14,Reading,Passive,Easy,Medium,External,Social Media Alert,Roommate Noise,High,Happy,High,9.4,Caffeinated,Lab,Moderate,Dim,Hot,6,Continued Task,No,Minor,0,46,Micro
827,31-10-2025,20:57,21:05,8,Browsing,Creative,Medium,High,External,Fatigue,Mental,High,Neutral,Low,5.0,Hungry,Coworking Space,Quiet,Normal,Hot,1,Music,No,Minor,86,33,Major
828,18-10-2025,19:27,19:31,4,Researching,High-Focus,Medium,High,External,Multitasking,News Article,Medium,Inspired,High,6.6,Just Ate,Home,Moderate,Dim,Cold,9,Ignored Phone,Yes,Major,41,18,Major
829,02-11-2025,12:22,12:39,17,Designing,Creative,Easy,High,Internal,Internet Browsing,Colleague,High,Tired,Low,8.6,Normal,Office,Moderate,Dim,Comfortable,8,Continued Task,No,Minor,69,26,Medium
830,01-11-2025,07:32,07:43,11,Studying,Passive,Easy,Low,Internal,Phone Ping,Internet,Medium,Neutral,Low,4.7,Just Ate,Office,Moderate,Normal,Comfortable,3,Continued Task,Yes,None,37,1,Medium
831,23-10-2025,23:53,23:56,3,Planning,High-Focus,Medium,Low,External,Phone Ping,Pet Movement,Low,Bored,High,8.1,Fasting,Library,Quiet,Dim,Hot,11,Music,Yes,Moderate,125,40,Medium
832,23-10-2025,09:07,09:20,13,Writing,Repetitive,Easy,Low,External,Phone Call,Roommate Noise,Low,Bored,Low,6.7,Just Ate,Office,Quiet,Normal,Cold,4,Ignored Phone,Yes,Minor,33,23,Medium
833,16-10-2025,21:53,22:01,8,Team Discussion,Creative,Easy,Medium,External,Background Chat,Self-thoughts,Medium,Neutral,High,5.9,Just Ate,Café,Moderate,Bright,Cold,12,Coffee,Yes,Moderate,0,62,Medium
834,31-10-2025,19:38,19:47,9,Browsing,Repetitive,Hard,Low,External,Person Talking,Roommate Noise,High,Stressed,Low,7.8,Caffeinated,Café,Loud,Dim,Comfortable,15,Short Walk,Yes,Minor,81,1,Micro
835,29-10-2025,19:22,19:31,9,Designing,High-Focus,Easy,Medium,External,Hunger,Background Music,High,Anxious,Medium,6.7,Just Ate,Office,Quiet,Normal,Comfortable,9,Ignored Phone,Yes,Minor,46,46,Major
836,31-10-2025,18:14,18:25,11,Writing,Creative,Medium,Low,External,Notification,Phone,High,Anxious,Medium,5.5,Caffeinated,Office,Loud,Bright,Comfortable,4,Break,No,Minor,103,10,Major
837,25-10-2025,13:04,13:29,25,Brainstorming,High-Focus,Medium,Medium,Internal,Social Media,Self-thoughts,Low,Bored,Low,7.5,Just Ate,Outdoor Bench,Loud,Normal,Hot,6,Short Walk,Yes,Moderate,44,23,Medium
838,16-10-2025,09:25,09:48,23,Designing,Creative,Medium,Medium,Internal,Social Media,Environment,High,Anxious,Low,4.8,Caffeinated,Outdoors,Loud,Dim,Hot,8,Short Walk,No,Major,27,33,Medium
839,22-10-2025,21:54,21:56,2,Writing,Passive,Medium,Medium,External,Daydreaming,Colleague,High,Stressed,Medium,4.7,Just Ate,Coworking Space,Quiet,Normal,Cold,7,Meditation,No,Moderate,37,21,Medium
840,26-10-2025,23:40,23:50,10,Planning,Passive,Hard,High,External,Slack Notification,Roommate Noise,Low,Happy,Medium,3.0,Caffeinated,Office,Quiet,Bright,Hot,9,Continued Task,Yes,Moderate,3,9,Micro
841,27-10-2025,20:42,20:43,1,Online Class,High-Focus,Easy,High,External,Sudden Idea,Environment,High,Relaxed,Low,6.1,After Meal,Café,Moderate,Normal,Comfortable,5,Music,Yes,None,42,15,Medium
842,28-10-2025,17:37,17:39,2,Browsing,Creative,Easy,High,External,Person Talking,Colleague,Medium,Neutral,High,3.8,Just Ate,cafe,Moderate,Bright,Hot,3,Ignored Phone,Yes,Moderate,30,22,Micro
843,28-10-2025,14:37,14:49,12,Coding,Creative,Medium,Medium,External,Phone Call,Mental,Medium,Curious,High,5.9,Hungry,Home,Quiet,Normal,Cold,1,Continued Task,Yes,Minor,83,8,Medium
844,17-10-2025,09:21,09:26,5,Meeting,High-Focus,Medium,Medium,Internal,Fatigue,Mental,High,Neutral,Medium,4.9,Normal,Outdoors,Quiet,Bright,Hot,4,Break,No,Major,119,10,Medium
845,26-10-2025,07:55,08:00,5,Researching,High-Focus,Medium,Low,Internal,Hunger,Phone,High,Anxious,Low,8.9,Just Ate,Library,Moderate,Dim,Hot,8,Music,Yes,None,112,37,Medium
846,26-10-2025,07:33,07:53,20,Coding,Passive,Medium,High,Internal,Phone Vibration,Internal Worry,Medium,Tired,High,5.5,Caffeinated,Lab,Moderate,Normal,Cold,6,Music,Yes,Minor,32,49,Major
847,30-10-2025,17:32,17:33,1,Creative Writing,Creative,Easy,Low,Internal,Multitasking,Environment,High,Bored,High,9.0,Hungry,Library,Quiet,Normal,Hot,1,Coffee,Yes,Major,4,57,Micro
848,21-10-2025,11:01,11:07,6,Studying,High-Focus,Hard,High,Internal,Background Chat,Colleague,Low,Stressed,Low,5.9,Hungry,Home,Moderate,Dim,Hot,15,Break,No,Major,0,57,Micro
849,19-10-2025,09:50,09:56,6,Planning,Creative,Medium,Medium,External,Boredom,Pet,Medium,Overwhelmed,Low,3.0,After Meal,Library,Quiet,Normal,Hot,9,Break,Yes,Major,0,29,Micro
850,01-11-2025,10:49,10:50,1,Browsing,Passive,Medium,High,Internal,Phone Ping,Roommate Noise,Low,Calm,Low,7.0,Just Ate,Outdoors,Moderate,Normal,Cold,3,Ignored Phone,No,Major,8,7,Medium
851,03-11-2025,15:56,16:07,11,Writing,Creative,Hard,Medium,External,Sudden Idea,Environment,High,Happy,Low,8.1,Just Ate,Outdoors,Quiet,Bright,Cold,7,Music,Yes,Minor,0,16,Medium
852,16-10-2025,09:08,09:24,16,Meeting,Repetitive,Medium,Medium,External,Sudden Idea,Physical,Medium,Bored,Low,10.0,Hungry,Library,Loud,Normal,Cold,18,Coffee,Yes,Minor,33,45,Micro
853,26-10-2025,22:40,22:53,13,Writing,High-Focus,Hard,High,External,Fatigue,Colleague,Low,Calm,High,4.8,Hungry,Office,Loud,Normal,Comfortable,1,Meditation,Yes,Minor,17,38,Major
854,27-10-2025,13:48,13:49,1,Team Discussion,Repetitive,Hard,Medium,External,Noise,News Article,High,Relaxed,High,8.0,Caffeinated,Home,Moderate,Normal,Comfortable,6,Music,Yes,Minor,85,50,Micro
855,24-10-2025,19:39,19:57,18,Online Class,Repetitive,Easy,Low,Internal,Daydreaming,Mental,Low,Curious,Low,4.2,Hungry,Office,Moderate,Bright,Cold,8,Ignored Phone,Yes,Minor,50,32,Micro
856,26-10-2025,09:30,09:38,8,Designing,Repetitive,Easy,Medium,External,Background Chat,Phone,Low,Neutral,Low,3.7,Just Ate,Café,Moderate,Dim,Hot,1,Ignored Phone,No,Minor,77,19,Micro
857,25-10-2025,07:24,07:45,21,Meeting,Creative,Hard,High,External,Sudden Idea,Background Music,High,Bored,Medium,6.2,Hungry,Library,Quiet,Dim,Cold,4,Short Walk,Yes,None,0,24,Medium
858,28-10-2025,08:46,08:48,2,Planning,Creative,Easy,High,External,Person Talking,Digital,Low,Stressed,Medium,10.2,Just Ate,Library,Moderate,Dim,Comfortable,8,Continued Task,Yes,Major,2,38,Medium
859,28-10-2025,16:47,16:48,1,Online Class,High-Focus,Hard,Medium,External,Social Media,Phone,High,Relaxed,Low,5.5,Normal,Café,Loud,Dim,Comfortable,15,Meditation,Yes,None,126,43,Major
860,17-10-2025,10:36,10:51,15,Meeting,High-Focus,Easy,Medium,External,Phone Call,Environment,Low,Tired,High,7.5,Caffeinated,Café,Moderate,Dim,Hot,4,Meditation,Yes,Minor,54,40,Major
861,22-10-2025,17:45,17:59,14,Email Responding,Passive,Medium,High,External,Hunger,Physical,High,Neutral,High,5.7,After Meal,cafe,Loud,Bright,Comfortable,7,Continued Task,No,Minor,5,51,Medium
862,18-10-2025,08:25,08:33,8,Planning,Repetitive,Hard,Medium,External,Message Alert,News Article,Medium,Happy,High,4.9,Just Ate,cafe,Quiet,Dim,Cold,1,Music,Yes,Moderate,22,2,Medium
863,27-10-2025,11:51,11:54,3,Browsing,High-Focus,Easy,Low,External,Person Talking,Pet Movement,Medium,Calm,Low,4.4,Caffeinated,Coworking Space,Loud,Dim,Comfortable,1,Coffee,Yes,None,58,39,Major
864,25-10-2025,18:31,18:52,21,Writing,Repetitive,Hard,Medium,Internal,Boredom,Environment,High,Bored,Low,3.5,Caffeinated,Café,Loud,Normal,Comfortable,8,Ignored Phone,Yes,Moderate,83,4,Micro
865,17-10-2025,13:23,13:29,6,Coding,High-Focus,Easy,Medium,Internal,Slack Notification,Environment,Low,Calm,High,6.0,Hungry,Outdoors,Moderate,Dim,Comfortable,12,Continued Task,No,Minor,74,9,Major
866,22-10-2025,18:47,18:57,10,Designing,Creative,Medium,Medium,Internal,Person Talking,Pet,Medium,Stressed,Medium,3.3,Normal,Outdoors,Quiet,Bright,Hot,3,Short Walk,No,Major,65,28,Medium
867,02-11-2025,11:31,11:42,11,Reading,Creative,Hard,High,Internal,Boredom,Self-thoughts,Medium,Happy,High,3.6,Just Ate,Outdoors,Quiet,Bright,Cold,1,Continued Task,No,Minor,21,10,Major
868,01-11-2025,07:46,07:55,9,Browsing,Creative,Easy,High,Internal,Random Thought,Colleague,Low,Anxious,Low,6.4,Fasting,Café,Moderate,Normal,Comfortable,9,Music,No,Major,0,75,Medium
869,18-10-2025,21:17,21:22,5,Coding,Creative,Easy,Medium,Internal,Social Media Alert,Internet,Low,Overwhelmed,High,7.2,Fasting,Library,Moderate,Dim,Comfortable,5,Break,No,Minor,103,24,Major
870,28-10-2025,12:47,13:06,19,Coding,Repetitive,Medium,Low,External,Daydreaming,Environment,Medium,Anxious,High,4.9,Just Ate,Office,Loud,Bright,Hot,3,Coffee,No,None,0,62,Micro
871,23-10-2025,13:30,13:47,17,Coding,High-Focus,Hard,High,Internal,Person Talking,Environment,Medium,Anxious,High,3.8,After Meal,Library,Loud,Normal,Comfortable,5,Ignored Phone,No,Moderate,45,8,Major
872,20-10-2025,06:24,06:40,16,Coding,Repetitive,Hard,High,External,Background Chat,Self-thoughts,Low,Anxious,High,7.5,Just Ate,Outdoor Bench,Moderate,Dim,Comfortable,15,Continued Task,No,Minor,47,31,Major
873,19-10-2025,09:01,09:20,19,Reading,Repetitive,Medium,High,Internal,Phone Vibration,Digital,Medium,Anxious,Low,3.7,Normal,Café,Loud,Bright,Cold,3,Break,Yes,Minor,39,5,Medium
874,01-11-2025,15:14,15:23,9,Designing,High-Focus,Hard,Low,External,Hunger,Colleague Talk,Medium,Neutral,Low,6.3,After Meal,Outdoors,Moderate,Dim,Comfortable,8,Music,Yes,Major,49,32,Medium
875,27-10-2025,20:28,20:33,5,Designing,Repetitive,Medium,Low,Internal,Boredom,News Article,Medium,Happy,Low,6.3,After Meal,Café,Moderate,Normal,Comfortable,18,Music,Yes,Moderate,61,58,Medium
876,03-11-2025,08:06,08:16,10,Meeting,Repetitive,Medium,Low,External,Person Talking,Physical,High,Neutral,Low,3.8,Just Ate,Outdoors,Moderate,Dim,Cold,1,Coffee,No,None,27,36,Micro
877,31-10-2025,17:45,17:54,9,Planning,Passive,Medium,High,External,Internet Browsing,Pet Movement,High,Bored,Low,5.8,Hungry,Home,Quiet,Normal,Comfortable,1,Ignored Phone,Yes,Moderate,18,37,Major
878,30-10-2025,15:42,15:56,14,Writing,Creative,Hard,Low,External,Fatigue,Roommate Noise,Low,Stressed,High,6.2,Just Ate,Home,Loud,Dim,Cold,9,Short Walk,Yes,Major,73,41,Micro
879,02-11-2025,15:01,15:10,9,Reading,High-Focus,Hard,Medium,External,Person Talking,Background Music,Low,Stressed,Medium,8.8,Hungry,Office,Quiet,Dim,Hot,4,Coffee,Yes,None,41,52,Medium
880,27-10-2025,11:01,11:12,11,Planning,Passive,Medium,Low,External,Fatigue,Background Music,Medium,Stressed,High,3.8,Hungry,cafe,Moderate,Dim,Cold,4,Continued Task,No,Major,26,27,Micro
881,25-10-2025,21:03,21:28,25,Studying,Creative,Easy,Low,Internal,Phone Vibration,Colleague Talk,Low,Bored,High,3.7,Caffeinated,Café,Quiet,Normal,Hot,9,Continued Task,Yes,Minor,64,31,Major
882,18-10-2025,10:52,11:06,14,Reading,High-Focus,Medium,High,External,Person Talking,Pet,Medium,Bored,Medium,8.3,Caffeinated,Library,Loud,Normal,Cold,13,Coffee,No,None,63,20,Major
883,02-11-2025,18:28,18:35,7,Reading,Creative,Easy,High,External,Slack Notification,Mental,Medium,Happy,High,5.6,Caffeinated,Study Room,Quiet,Bright,Hot,19,Ignored Phone,Yes,Minor,0,67,Medium
884,25-10-2025,11:09,11:21,12,Meeting,Passive,Hard,High,External,Background Chat,Colleague Talk,Medium,Neutral,Medium,6.9,Just Ate,Café,Loud,Dim,Cold,1,Continued Task,Yes,Moderate,1,57,Medium
885,31-10-2025,09:31,09:32,1,Studying,Repetitive,Hard,High,External,Social Media Alert,Social Media Feed,High,Tired,High,4.4,Just Ate,Office,Quiet,Normal,Cold,5,Music,No,Major,46,27,Medium
886,21-10-2025,06:15,06:32,17,Browsing,High-Focus,Medium,High,Internal,Hunger,Social Media Feed,High,Stressed,Low,4.4,After Meal,Outdoor Bench,Quiet,Bright,Hot,2,Continued Task,No,None,0,17,Major
887,30-10-2025,14:41,14:49,8,Meeting,High-Focus,Hard,Low,External,Social Media,Phone,High,Bored,High,4.2,Caffeinated,Office,Quiet,Dim,Hot,5,Coffee,Yes,None,71,10,Major
888,21-10-2025,18:18,18:34,16,Writing,High-Focus,Hard,Low,Internal,Boredom,Pet Movement,Medium,Stressed,Medium,7.4,Normal,Lab,Moderate,Bright,Hot,1,Coffee,No,None,45,33,Micro
889,27-10-2025,06:05,06:10,5,Writing,High-Focus,Medium,Medium,External,Social Media Alert,Colleague Talk,Low,Inspired,High,5.5,Hungry,Café,Quiet,Dim,Hot,15,Ignored Phone,Yes,Minor,32,32,Medium
890,19-10-2025,13:22,13:34,12,Studying,Repetitive,Hard,High,External,Hunger,Self-thoughts,High,Neutral,Low,8.1,Just Ate,Lab,Quiet,Normal,Cold,6,Ignored Phone,Yes,Moderate,115,30,Major
891,01-11-2025,13:45,13:54,9,Writing,Repetitive,Hard,High,External,Sudden Idea,Mental,Medium,Stressed,Medium,7.8,Just Ate,Coworking Space,Quiet,Bright,Comfortable,7,Music,No,Moderate,52,31,Major
892,25-10-2025,23:19,23:33,14,Writing,Repetitive,Easy,Medium,Internal,Random Thought,Physical,Low,Happy,Low,6.1,Caffeinated,Home,Loud,Normal,Cold,12,Coffee,Yes,Minor,93,43,Micro
893,18-10-2025,19:52,20:07,15,Studying,Creative,Easy,Low,Internal,Slack Notification,Internal Worry,Low,Happy,Medium,4.4,Just Ate,Office,Loud,Bright,Cold,8,Meditation,No,Major,0,1,Major
894,01-11-2025,17:22,17:44,22,Meeting,Passive,Medium,Medium,External,Internet Browsing,News Article,Low,Happy,High,6.3,Just Ate,Office,Moderate,Dim,Cold,6,Ignored Phone,No,Minor,17,1,Medium
895,20-10-2025,22:11,22:22,11,Meeting,Passive,Hard,High,External,Hunger,Self-thoughts,High,Tired,Low,6.2,Hungry,Home,Loud,Bright,Cold,12,Music,No,Minor,6,31,Major
896,18-10-2025,14:19,14:25,6,Meeting,Creative,Medium,Low,External,Phone Vibration,Background Music,Medium,Neutral,Low,6.5,Fasting,Office,Loud,Normal,Cold,6,Break,Yes,Major,101,60,Major
897,29-10-2025,21:41,21:51,10,Designing,Creative,Medium,High,External,Social Media,Internal Worry,High,Anxious,Low,7.3,Caffeinated,Home,Loud,Normal,Hot,10,Short Walk,Yes,Moderate,85,39,Major
898,27-10-2025,21:20,21:36,16,Email Responding,Creative,Easy,Medium,Internal,Phone Ping,Phone,Medium,Happy,High,7.3,Caffeinated,Café,Quiet,Bright,Comfortable,10,Short Walk,No,Minor,56,83,Medium
899,30-10-2025,14:50,15:12,22,Designing,Repetitive,Medium,High,Internal,Boredom,Background Music,Low,Bored,Low,8.1,Hungry,Office,Quiet,Bright,Cold,1,Ignored Phone,No,None,111,1,Micro
900,25-10-2025,12:32,12:44,12,Meeting,High-Focus,Hard,High,External,Noise,Pet,High,Bored,Medium,7.8,Caffeinated,cafe,Moderate,Normal,Hot,4,Break,No,Major,30,25,Major
